TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
154,5/4/2025,1031,2058,401,1,2400.3,21%,NULL
155,5/4/2025,1164,2081,401,0,2984.88,17%,Credit
156,5/4/2025,1085,2031,402,1,508.77,12%,NULL
157,5/4/2025,1017,2097,402,1,757.89,30%,Cash
158,5/4/2025,1059,2042,402,0,0,25%,Cash
159,5/4/2025,1070,2018,402,2,0,3%,NULL
160,5/4/2025,1044,2014,401,1,886.68,24%,NULL
161,5/4/2025,1003,2045,402,2,499.42,17,Paypal
162,5/4/2025,1004,2022,403,0,671.18,24%,Paypal
163,5/4/2025,1032,2094,404,0,493.35,27,Paypal
164,5/4/2025,1190,2008,404,3,266.36,12%,Paypal
165,5/4/2025,1199,2046,401,3,167.15,18,NULL
166,5/4/2025,1128,2028,401,2,2041.41,1%,Paypal
167,5/4/2025,1117,2082,401,0,799.8,2,Paypal
168,5/4/2025,1122,2051,404,0,234.64,27%,Paypal
169,5/4/2025,1125,2091,404,0,1811.58,0%,NULL
170,5/4/2025,1020,2041,402,0,0,18%,Cash
171,5/4/2025,1032,2035,403,3,4499.95,29,NULL
172,5/4/2025,1152,2067,403,3,872.85,14%,Credit
173,5/4/2025,1129,2077,404,0,2809.15,23%,Paypal
174,5/4/2025,1179,2014,402,3,738.9,25,Paypal
175,5/4/2025,1115,2029,404,2,0,15%,NULL
176,5/4/2025,1116,2051,404,0,351.96,10,Cash
177,5/4/2025,1080,2054,403,2,3602.04,26%,NULL
178,5/4/2025,1095,2019,404,0,933.93,22%,Cash
179,5/4/2025,1023,2010,401,3,0,11%,Paypal
180,5/4/2025,1024,2095,403,1,3533.69,26,NULL
181,5/4/2025,1142,2007,403,0,583.39,4,Cash
182,5/4/2025,1105,2045,404,0,624.28,23%,NULL
183,5/4/2025,1073,2076,403,2,1934.57,21,Cash
184,5/4/2025,1026,2073,402,1,1797.95,25,Cash
185,5/4/2025,1168,2061,402,0,599.76,7,NULL
186,5/4/2025,1089,2071,403,0,0,20,Credit
187,5/4/2025,1195,2035,402,3,0,30%,NULL
188,5/4/2025,1143,2098,401,2,2178.86,11%,Paypal
189,5/4/2025,1007,2023,403,2,751.63,10%,Cash
190,5/4/2025,1086,2044,401,1,373.64,4%,Credit
191,5/4/2025,1036,2072,404,0,1260.9,18%,Credit
192,5/4/2025,1036,2094,401,0,2466.75,4,Paypal
193,5/4/2025,1191,2067,402,3,872.85,14%,Cash
194,5/4/2025,1107,2058,403,1,1800.22,3,Credit
195,5/4/2025,1094,2039,403,0,1952.88,9%,Paypal
196,5/4/2025,1013,2019,402,0,0,12%,NULL
197,5/4/2025,1172,2010,403,3,0,29%,Paypal
198,5/4/2025,1169,2054,404,3,900.51,22,Cash
199,5/4/2025,1106,2034,402,0,136.17,22,Credit
200,5/4/2025,1088,2055,401,2,129.46,3,Cash
201,5/4/2025,1173,2086,404,2,715.28,9,NULL
202,5/4/2025,1011,2028,404,0,0,0%,NULL
203,5/4/2025,1001,2026,403,1,190.4,5%,Paypal
204,5/4/2025,1196,2017,403,2,370.96,0,Paypal
205,5/4/2025,1083,2015,401,3,0,24%,Paypal
206,5/4/2025,1191,2055,402,1,48.55,7,Credit
207,5/4/2025,1097,2068,402,2,1312.38,23,Paypal
208,5/4/2025,1018,2050,401,3,0,29%,Paypal
209,5/4/2025,1004,2058,401,2,1066.8,12,Credit
210,5/4/2025,1147,2054,404,3,2701.53,21%,NULL
211,5/4/2025,1074,2014,404,0,738.9,13,Credit
212,5/4/2025,1083,2021,404,2,668.33,8%,NULL
213,5/4/2025,1022,2055,401,1,97.09,19,Paypal
214,5/4/2025,1111,2075,404,0,1561.28,27,Credit
215,5/4/2025,1101,2039,403,1,2636.39,29,Cash
216,5/4/2025,1085,2099,402,0,646.32,6,Paypal
217,5/4/2025,1130,2081,401,1,1343.2,5%,Paypal
218,5/4/2025,1198,2044,403,1,186.82,19,Credit
219,5/4/2025,1060,2013,402,2,0,9,Paypal
220,5/4/2025,1050,2022,402,0,671.18,5%,Credit
221,5/4/2025,1045,2098,404,3,907.86,9%,Credit
222,5/4/2025,1193,2072,404,2,1681.2,2%,Cash
223,5/4/2025,1160,2040,402,3,138.16,27,NULL
224,5/4/2025,1017,2060,404,2,0,22,Paypal
225,5/4/2025,1070,2075,401,2,624.51,19,Credit
226,5/4/2025,1129,2009,403,3,198.93,5,Paypal
227,5/4/2025,1115,2004,401,2,2225.4,19,Cash
228,5/4/2025,1073,2009,401,3,66.31,30,Credit
229,5/4/2025,1118,2074,401,3,659.5,19%,NULL
230,5/4/2025,1146,2083,402,2,614.53,27,Cash
231,5/4/2025,1154,2060,402,0,408.38,1%,Credit
232,5/4/2025,1115,2013,403,0,2806.08,30,Cash
233,5/4/2025,1129,2082,402,0,1066.4,17%,Paypal
234,5/4/2025,1063,2090,404,3,71.64,18,Credit
235,5/4/2025,1134,2066,402,2,1238.54,6%,Cash
236,5/4/2025,1095,2036,404,3,653.94,15,Paypal
237,5/4/2025,1198,2043,401,2,1397.52,13,Paypal
238,5/4/2025,1016,2042,401,3,0,16,NULL
239,5/4/2025,1072,2032,402,2,1512.96,8,Cash
240,5/4/2025,1020,2074,402,2,527.6,18%,Paypal
241,5/4/2025,1079,2083,404,1,691.34,8,Credit
242,5/4/2025,1152,2090,401,2,57.31,26,Paypal
243,5/4/2025,1143,2048,403,1,0,25%,Credit
244,5/4/2025,1171,2089,401,3,1654.08,13%,Credit
245,5/4/2025,1130,2046,401,2,106.98,11%,Credit
246,5/4/2025,1079,2023,402,2,3006.53,3%,NULL
247,5/4/2025,1196,2062,402,1,1114.85,22,Credit
248,5/4/2025,1035,2019,401,2,0,28%,Cash
249,5/4/2025,1025,2064,401,2,705.7,29%,Credit
250,5/4/2025,1196,2079,402,3,2851.62,24%,NULL
251,5/4/2025,1039,2020,402,1,338.25,18%,Paypal
252,5/4/2025,1184,2056,401,3,1574.16,20,NULL
253,5/4/2025,1093,2086,402,3,3576.4,11%,Paypal
254,5/4/2025,1156,2036,404,1,392.36,27,Credit
255,5/4/2025,1136,2030,403,3,509.91,26,Cash
256,5/4/2025,1049,2047,404,3,1674.9,29%,Paypal
257,5/4/2025,1196,2036,404,3,0,4%,Credit
258,5/4/2025,1041,2025,402,2,671.09,30,Cash
259,5/4/2025,1013,2082,404,2,1066.4,26%,NULL
260,5/4/2025,1141,2013,401,2,748.29,1,Credit
261,5/4/2025,1021,2097,402,2,673.68,13%,NULL
262,5/4/2025,1115,2065,402,3,1881.36,29,Paypal
263,5/4/2025,1023,2028,404,2,510.35,4%,Credit
264,5/4/2025,1006,2053,401,3,610.15,9,Credit
265,5/4/2025,1128,2047,402,3,1004.94,30,Credit
266,5/4/2025,1020,2047,402,0,669.96,11%,Paypal
267,5/4/2025,1081,2012,403,1,1682.61,20,Cash
268,5/4/2025,1035,2004,403,3,927.25,21,Cash
269,5/4/2025,1178,2017,404,3,1854.8,4%,Credit
270,5/4/2025,1157,2000,401,0,1938.62,29%,Paypal
271,5/4/2025,1065,2027,402,3,775.83,21,Paypal
272,5/4/2025,1028,2099,403,1,3490.13,18,NULL
273,5/4/2025,1077,2015,401,1,1822.42,11%,NULL
274,5/4/2025,1107,2081,404,0,2238.66,11,NULL
275,5/4/2025,1028,2063,401,1,994.43,13%,NULL
276,5/4/2025,1183,2018,403,3,2711.3,23,Credit
277,5/4/2025,1000,2078,403,1,0,24,Cash
278,5/4/2025,1146,2053,402,0,1220.3,2%,Credit
279,5/4/2025,1134,2046,401,0,33.43,12,Paypal
280,5/4/2025,1099,2060,401,3,1633.52,6,NULL
281,5/4/2025,1095,2032,401,2,1512.96,10,Cash
282,5/4/2025,1017,2044,402,0,207.58,2%,NULL
283,5/4/2025,1197,2074,403,1,593.55,10%,NULL
284,5/4/2025,1011,2045,403,1,842.78,17%,Cash
285,5/4/2025,1199,2087,404,3,159.32,27,NULL
286,5/4/2025,1161,2023,402,0,939.54,12,NULL
287,5/4/2025,1183,2099,404,0,1292.64,3,NULL
288,5/4/2025,1075,2025,401,1,0,9%,Credit
289,5/4/2025,1010,2040,403,3,138.16,17%,Paypal
290,5/4/2025,1139,2060,403,0,1225.14,28,Credit
291,5/4/2025,1192,2082,402,2,213.28,25%,NULL
292,5/4/2025,1091,2099,401,2,1034.11,1%,Cash
293,5/4/2025,1069,2015,403,3,2699.88,12,Paypal
294,5/4/2025,1102,2095,404,3,1472.37,7,Credit
295,5/4/2025,1086,2023,404,3,3758.16,14%,Cash
296,5/4/2025,1094,2066,403,0,1032.12,23%,Credit
297,5/4/2025,1186,2054,401,3,0,0%,NULL
298,5/4/2025,1154,2023,403,2,751.63,25%,Paypal
299,5/4/2025,1026,2010,403,2,62.27,28,Credit
300,5/4/2025,1078,2057,404,1,393.28,26%,NULL
301,5/4/2025,1176,2056,403,3,524.72,0,Cash
302,5/4/2025,1010,2093,403,3,0,0%,Cash
303,5/4/2025,1070,2081,401,0,1492.44,7%,Credit
304,5/4/2025,1171,2081,404,2,596.98,8%,Credit
305,5/4/2025,1131,2095,402,0,1472.37,21%,NULL
306,5/4/2025,1036,2077,404,0,1123.66,21%,NULL
307,5/4/2025,1032,2008,402,2,106.54,16%,NULL
308,5/4/2025,1092,2049,401,1,0,26,Paypal
309,5/4/2025,1173,2057,403,2,349.58,22,Credit
310,5/4/2025,1113,2097,401,1,757.89,30%,Credit
311,5/4/2025,1135,2046,404,2,80.23,5%,NULL
312,5/4/2025,1166,2035,402,0,899.99,16%,Paypal
313,5/4/2025,1006,2094,402,3,1480.05,1%,Cash
314,5/4/2025,1132,2049,401,2,1503.74,28,Credit
315,5/4/2025,1198,2033,404,1,2257.88,0,NULL
316,5/4/2025,1156,2036,404,1,784.73,24%,NULL
317,5/4/2025,1031,2017,401,3,0,0%,NULL
318,5/4/2025,1044,2091,404,0,1811.58,19,Cash
319,5/4/2025,1174,2040,403,0,34.54,10%,NULL
320,5/4/2025,1140,2069,403,2,557.74,6,Paypal
321,5/4/2025,1040,2091,402,2,724.63,22%,Credit
322,5/4/2025,1130,2028,401,1,574.15,5%,NULL
323,5/4/2025,1035,2030,404,0,339.94,9%,Paypal
324,5/4/2025,1092,2070,403,3,102.54,23,NULL
325,5/4/2025,1141,2016,401,0,0,6%,Paypal
326,5/4/2025,1079,2050,404,3,186.78,28%,Credit
327,5/4/2025,1196,2052,401,1,2632.54,8,Credit
328,5/4/2025,1081,2082,401,3,1066.4,15%,NULL
329,5/4/2025,1119,2087,403,1,0,2,NULL
330,5/4/2025,1199,2070,402,1,30.76,1%,NULL
331,5/4/2025,1110,2064,401,0,0,1,Cash
332,5/4/2025,1132,2019,403,1,1681.07,12,NULL
333,5/4/2025,1041,2041,402,2,643.37,5,Cash
334,5/4/2025,1132,2036,401,2,348.77,1,NULL
335,5/4/2025,1050,2081,403,1,2686.39,16%,NULL
336,5/4/2025,1160,2038,401,1,0,28%,Paypal
337,5/4/2025,1151,2074,402,1,1187.1,3,Paypal
338,5/4/2025,1168,2079,403,0,1901.08,16%,Credit
339,5/4/2025,1007,2010,401,2,62.27,6,Cash
340,5/4/2025,1166,2026,404,0,0,10,Credit
341,5/4/2025,1127,2080,403,2,1997.42,6%,Paypal
342,5/4/2025,1123,2031,404,2,1356.72,19,Paypal
343,5/4/2025,1116,2009,401,1,119.36,30,Credit
344,5/4/2025,1112,2053,404,3,0,15%,Paypal
345,5/4/2025,1052,2043,402,2,698.76,11,Credit
346,5/4/2025,1183,2040,403,3,103.62,15%,Cash
347,5/4/2025,1033,2097,403,0,4210.5,3,Cash
348,5/4/2025,1081,2030,404,0,339.94,17,Paypal
349,5/4/2025,1068,2057,402,1,1179.85,21%,NULL
350,5/4/2025,1024,2006,403,3,594,4%,Paypal
351,5/4/2025,1157,2053,402,1,1098.27,4,Cash
352,5/4/2025,1083,2073,403,1,2247.44,9%,Paypal
353,5/4/2025,1195,2020,404,3,1879.15,22%,Credit
354,5/4/2025,1127,2039,404,0,1952.88,2,Credit
355,5/4/2025,1023,2050,404,1,0,28%,NULL
356,5/4/2025,1055,2074,403,0,1978.5,12,Credit
357,5/4/2025,1012,2036,404,3,653.94,1%,Cash
358,5/4/2025,1073,2068,401,0,2460.72,19%,Credit
359,5/4/2025,1110,2017,403,2,370.96,2,Credit
360,5/4/2025,1195,2051,403,0,117.32,13%,Cash
361,5/4/2025,1102,2006,402,2,792,10%,Paypal
362,5/4/2025,1141,2036,401,3,871.92,10,NULL
363,5/4/2025,1129,2057,403,0,1747.92,1,NULL
364,5/4/2025,1032,2012,404,2,997.1,0,Cash
365,5/4/2025,1086,2071,403,1,553.64,21,Cash
366,5/4/2025,1050,2077,404,0,561.83,0,Cash
367,5/4/2025,1011,2004,402,2,0,7%,Credit
368,5/4/2025,1121,2066,404,1,0,3,NULL
369,5/4/2025,1155,2065,402,2,1128.82,18%,NULL
370,5/4/2025,1156,2040,402,3,138.16,4%,Cash
371,5/4/2025,1157,2094,403,2,1578.72,21,Credit
372,5/4/2025,1129,2065,404,2,752.54,5%,Cash
373,5/4/2025,1121,2002,403,2,2771.2,16,NULL
374,5/4/2025,1172,2014,404,2,197.04,27%,Paypal
375,5/4/2025,1185,2088,401,3,2128.05,26%,Cash
376,5/4/2025,1067,2083,402,0,0,23%,NULL
377,5/4/2025,1149,2061,402,3,1199.52,12%,Cash
378,5/4/2025,1037,2087,402,0,318.64,15%,NULL
379,5/4/2025,1146,2089,401,1,744.34,6%,NULL
380,5/4/2025,1004,2056,403,3,2098.88,3,NULL
381,5/4/2025,1038,2052,402,3,2193.78,21%,Cash
382,5/4/2025,1128,2099,404,0,3877.92,6,Credit
383,5/4/2025,1180,2017,402,2,741.92,22,NULL
384,5/4/2025,1169,2061,404,2,319.87,12,NULL
385,5/4/2025,1044,2058,403,2,1066.8,3%,NULL
386,5/4/2025,1173,2098,403,3,3631.44,11%,NULL
387,5/4/2025,1049,2031,403,2,1356.72,21%,Cash
388,5/4/2025,1057,2038,403,1,2501.58,7%,Cash
389,5/4/2025,1176,2090,404,2,343.87,28%,Credit
390,5/4/2025,1122,2044,403,2,166.06,11%,Credit
391,5/4/2025,1031,2073,404,3,1498.29,28,Credit
392,5/4/2025,1088,2098,402,2,726.29,9,NULL
393,5/4/2025,1010,2036,401,2,348.77,3,Cash
394,5/4/2025,1113,2083,403,3,3072.64,25%,NULL
395,5/4/2025,1054,2025,403,2,671.09,15,Credit
396,5/4/2025,1035,2013,402,1,1683.65,23,Credit
397,5/4/2025,1012,2085,402,1,217.94,7%,NULL
398,5/4/2025,1013,2012,404,2,1994.21,9,Paypal
399,5/4/2025,1183,2060,401,1,367.54,4%,Paypal
400,5/4/2025,1001,2070,402,3,102.54,7,Cash
401,5/4/2025,1167,2060,404,1,735.08,8%,Cash
402,5/4/2025,1193,2036,403,2,348.77,25%,Paypal
403,5/4/2025,1165,2007,401,1,0,7%,Paypal
404,5/4/2025,1136,2094,401,1,1776.06,29%,NULL
405,5/4/2025,1106,2022,401,3,671.18,8,Cash
406,5/4/2025,1126,2023,403,0,0,1%,Paypal
407,5/4/2025,1002,2038,401,2,1482.42,8%,Credit
408,5/4/2025,1072,2058,404,1,1200.15,29,Cash
409,5/4/2025,1129,2059,403,1,1382.54,13,Cash
410,5/4/2025,1028,2042,402,3,502.83,24%,Cash
411,5/4/2025,1165,2032,402,0,0,16,Cash
412,5/4/2025,1188,2043,403,1,1572.21,5,Credit
413,5/4/2025,1044,2078,404,3,426.03,18%,Cash
414,5/4/2025,1131,2041,401,3,3216.84,30,Cash
415,5/4/2025,1171,2012,402,1,1121.74,12,Paypal
416,5/4/2025,1122,2041,402,0,1608.42,16,Paypal
417,5/4/2025,1066,2049,402,3,0,11,NULL
418,5/4/2025,1192,2034,403,2,326.81,19,Credit
419,5/4/2025,1149,2092,401,2,1157.3,2%,Credit
420,5/4/2025,1167,2046,402,0,133.72,14,NULL
421,5/4/2025,1170,2015,404,2,0,23%,Cash
422,5/4/2025,1040,2051,403,0,469.28,28%,NULL
423,5/4/2025,1163,2037,403,1,0,4%,Paypal
424,5/4/2025,1056,2017,404,1,834.66,22%,NULL
425,5/4/2025,1116,2095,403,3,490.79,5,Paypal
426,5/4/2025,1179,2070,404,1,61.52,6,Credit
427,5/4/2025,1195,2031,401,3,1695.9,21%,Paypal
428,5/4/2025,1135,2090,403,0,0,9,Paypal
429,5/4/2025,1144,2014,401,1,443.34,21,Cash
430,5/4/2025,1146,2068,402,1,2952.86,9%,Credit
431,5/4/2025,1083,2066,404,0,516.06,1,Credit
432,5/4/2025,1174,2026,404,0,423.12,15%,Cash
433,5/4/2025,1130,2057,401,3,1747.92,11%,Paypal
434,5/4/2025,1033,2065,404,3,0,5%,Paypal
435,5/4/2025,1144,2007,404,2,933.42,28%,NULL
436,5/4/2025,1185,2002,404,2,692.8,12,Cash
437,5/4/2025,1000,2095,402,0,0,5%,Credit
438,5/4/2025,1011,2054,403,0,900.51,2,Credit
439,5/4/2025,1138,2007,401,3,2333.56,26%,NULL
440,5/4/2025,1008,2036,404,1,196.18,7,Credit
441,5/4/2025,1196,2017,404,2,741.92,27%,NULL
442,5/4/2025,1097,2057,404,3,436.98,1%,Credit
443,5/4/2025,1020,2087,402,2,637.28,24%,NULL
444,5/4/2025,1030,2022,404,1,604.06,7,Paypal
445,5/4/2025,1186,2028,401,0,2551.76,19,NULL
446,5/4/2025,1076,2059,404,3,1536.15,7,Paypal
447,5/4/2025,1058,2031,404,2,0,28,Paypal
448,5/4/2025,1039,2035,402,0,899.99,24,Paypal
449,5/4/2025,1008,2084,404,0,845.55,18%,Cash
450,5/4/2025,1061,2026,401,0,423.12,24,Paypal
451,5/4/2025,1152,2004,404,0,2781.75,13%,Cash
452,5/4/2025,1062,2094,401,3,1973.4,26,Cash
453,5/4/2025,1112,2029,402,0,13.51,17%,Cash
454,5/4/2025,1035,2064,403,1,0,5%,Credit
455,5/4/2025,1187,2073,403,2,399.54,20,Credit
456,5/4/2025,1060,2038,402,1,3335.44,12%,Cash
457,5/4/2025,1105,2038,403,0,1853.02,11%,Credit
458,5/4/2025,1142,2075,402,3,3903.2,21%,Credit
459,5/4/2025,1142,2063,401,2,1325.9,15%,Cash
460,5/4/2025,1164,2085,404,2,387.44,18%,Credit
461,5/4/2025,1178,2053,404,1,1647.4,13%,Paypal
462,5/4/2025,1076,2048,402,3,1072.89,17,NULL
463,5/4/2025,1061,2028,403,1,1148.29,14%,Credit
464,5/4/2025,1118,2007,404,3,1750.17,11%,Paypal
465,5/4/2025,1142,2067,402,3,1163.8,21%,Paypal
